0.8,0.4257703,0.48641977,0.49315068,0.29032257,0.3321918,0.19209039,0.6363636,0.525,0.2857143,0.85714287,0.4,0.87341774
0.8,0.5014006,0.60246915,0.5068493,0.37903225,0.41095892,0.21468927,0.5681818,0.625,0.42857143,0.0,0.4,0.75949365
0.4,0.29691878,0.20987654,0.20547946,0.15322581,0.16780822,0.21468927,0.52272725,0.625,0.42857143,0.14285715,0.6,0.7468355
0.4,0.2857143,0.12839507,0.19178082,0.21774194,0.23972604,0.096045196,0.52272725,0.625,0.42857143,0.14285715,0.4,0.75949365
0.4,0.26050422,0.19259259,0.21917808,0.22580644,0.15068492,0.06214689,0.52272725,0.625,0.42857143,0.2857143,0.4,0.721519
0.2,0.1904762,0.11358025,0.12328767,0.20967741,0.19178082,0.06779661,0.54545456,0.575,0.42857143,0.42857143,0.4,0.6835443
0.6,0.33613446,0.25679013,0.2739726,0.22580644,0.29109588,0.14689265,0.52272725,0.475,0.0,0.2857143,0.4,0.62025315
0.4,0.30252102,0.20246914,0.31506848,0.25,0.19520546,0.14689265,0.52272725,0.475,0.0,0.0,0.6,0.65822786
0.4,0.21288516,0.28641975,0.32876712,0.33064517,0.24657534,0.12429378,0.5681818,0.475,0.2857143,0.0,0.6,0.5949367
0.6,0.34453782,0.37037036,0.20547946,0.2983871,0.3321918,0.15819208,0.59090906,0.5,0.0,0.5714286,0.4,0.65822786
0.6,0.36414567,0.41728395,0.28767124,0.28225806,0.19520546,0.14124294,0.6136364,0.525,0.2857143,0.2857143,0.6,0.65822786
0.8,0.5434174,0.6148148,0.369863,0.3548387,0.47945204,0.11299435,0.54545456,0.65,0.42857143,0.14285715,0.4,0.6835443
1.0,0.5742297,0.5160494,0.26027396,0.28225806,0.42465752,0.11299435,0.5,0.575,0.42857143,0.42857143,0.6,0.721519
0.6,0.18207283,0.08148148,0.19178082,0.12096774,0.14041096,0.14124294,0.4318182,0.475,0.2857143,0.14285715,0.6,0.6835443
0.2,0.21288516,0.11851852,0.31506848,0.15322581,0.16438356,0.1299435,0.4318182,0.475,0.14285715,0.14285715,0.6,0.6835443
0.2,0.16806723,0.20246914,0.30136988,0.21774194,0.16095892,0.10169491,0.4318182,0.45,0.14285715,0.14285715,0.4,0.721519
0.2,0.19607843,0.2345679,0.32876712,0.22580644,0.2020548,0.107344635,0.47727272,0.5,0.14285715,0.2857143,0.6,0.6835443
0.4,0.30252102,0.38518518,0.31506848,0.24193548,0.23630138,0.118644066,0.5,0.375,0.0,0.85714287,0.4,0.65822786
0.4,0.28851542,0.6345679,0.3561644,0.27419356,0.18150686,0.13559322,0.5,0.425,0.2857143,0.2857143,0.4,0.6708861
0.4,0.23529412,0.48641977,0.26027396,0.22580644,0.14383562,0.14689265,0.4318182,0.325,0.0,0.2857143,0.6,0.73417723
0.4,0.24089636,0.44691357,0.28767124,0.22580644,0.13698629,0.11299435,0.45454547,0.325,0.0,0.0,0.4,0.75949365
0.4,0.25210086,0.36049384,0.39726028,0.29032257,0.2431507,0.1299435,0.47727272,0.3,0.0,0.2857143,0.6,0.278481
0.6,0.36134455,0.43950617,0.53424656,0.36290324,0.3116438,0.10169491,0.5,0.325,0.2857143,1.0,0.4,0.24050634
